D.O. (mg/l),Temp,PH,Turbidity (NTU),CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),TOTAL COLIFORM (MPN/100ml)Mean,label
7,18.31,8.3,198,304,1.2,0.46,1308,1
7.3,18.29,8.3,198,743,1.2,0.35,1410,1
5.5,18.31,8.3,198,657,1.6,0.39,608,1
4.7,18.3,8.3,198,623,1.2,0.17,7240,1
4.9,18.29,8.3,198,252,6.2,0.27,783,1
5.8,18.32,8.3,198,17,1,0.39,77,1
5.8,18.31,8.3,198,157,2.1,0.18,258,1
6.2,18.34,8.3,198,164,1.2,0.56,15833,1
5.5,18.34,8.3,198,141,2.3,1.04,1400,1
5.1,18.36,8.3,198,427,2.8,1.17,394,1
5.2,18.35,8.3,198,527,2.8,1.04,248,1
4.6,18.38,8.3,198,116,1.9,0.68,465,1
5.6,18.38,8.3,198,160,15.3,0.27,1572,1
1.9,18.39,8.3,198,47,16.7,0.32,1481,1
2.5,18.37,8.3,198,116,2.8,0.23,845,1
5.5,18.36,8.3,198,179,4.2,0.62,256,1
6,18.36,8.3,198,220,3.6,0.28,897,1
4.9,18.39,8.3,198,180,2.8,1,1788,1
4.8,18.41,8.3,198,367,1.1,1,1400,1
5.4,18.42,8.3,198,249,1.1,1,1260,1
6,18.42,8.29,198,182,4.4,0,343,1
5.6,18.44,8.29,198,356,2.3,0.79,184,1
5.7,18.44,8.29,198,203,1,0.95,3460,1
9.9,18.47,8.29,198,189,4.5,0,144,1
6.1,18.46,8.29,198,179,2.5,3.69,1739,1
5.1,18.46,8.29,198,64,3,1,278,1
3.8,18.49,8.29,198,83,1.9,1,175,1
7.8,18.48,8.29,198,81,6.1,0.06,1875,1
6.5,18.48,8.29,198,308,2.2,1,1813,1
7.3,18.49,8.29,198,414,1.9,3,880,1
7.8,18.47,8.29,198,305,7,1,493,1
7.7,18.46,8.29,198,77,1,0.85,722,1
8.1,18.46,8.28,198,176,1.1,1,537,1
8,18.49,8.28,198,93,1.1,1,1946,1
6.9,18.49,8.28,198,121,1.3,1,1134,1
6.8,18.47,8.28,198,620,1.8,0,2267,1
6.6,18.5,8.28,198,72,3.4,0,1785,1
6.3,18.52,8.28,198,247,4.4,0.89,1520,1
6.6,18.52,8.28,198,188,25,2.66,2200,1
5.6,18.54,8.28,198,224,13.5,1.58,1223,1
3.7,18.54,8.28,198,144,21.5,1.89,1636,1
5.8,18.56,8.27,198,282,3.7,2.26,464,1
5.1,18.59,8.27,198,275,2,1,435,1
7.1,18.6,8.27,198,55,3.1,1,141,1
6.8,18.6,8.27,198,415,8.6,1,810,1
8.1,18.63,8.27,198,100,2.7,1,1813,1
6.2,18.62,8.27,198,95,46,1,362,1
3.2,18.59,8.26,198,85,1.8,0,1517,1
6.6,18.6,8.26,198,80,1.5,1.5,1458,1
6.6,18.6,8.26,198,3937,1.8,4,398,1
6.3,18.59,8.26,198,468,2,1,995,1
6.4,18.6,8.26,198,541,1.7,1,70,1
6.9,18.61,8.26,198,6166,2.6,0,137,1
7.2,18.62,8.26,198,24062,1.9,0.88,15083,1
6.9,18.61,8.26,198,83,1.6,0.56,32017,1
7,18.62,8.26,198,4424,1.1,1.59,5395,1
7.6,18.64,8.25,198,226,1.4,0.55,4348,1
7.1,18.66,8.25,198,268,1.9,2,5142,1
6.8,18.66,8.25,198,2413,1.4,3,4586,1
7.1,18.69,8.25,198,384,1.5,1.5,4319,1
6.2,18.7,8.25,198,269,1.7,4,3573,1
6.2,18.73,8.25,198,196,1.4,4,2324,1
7.4,18.76,8.24,198,4282,4,4,589,1
7,18.78,8.24,198,5551,8.4,5,89,1
5.5,18.76,8.24,198,5390,3.6,4,131,1
6.9,18.78,8.24,198,161,37.8,3,300,1
6.4,18.8,8.24,198,138,9.5,4,91,1
5.2,18.79,8.24,198,81,3.5,0,118,1
6.9,18.82,8.24,198,194,31.5,0,87,1
3.4,18.81,8.23,198,186,2.2,0,174,1
7.4,18.82,8.23,198,207,3.7,0,123,1
6.7,18.81,8.23,198,85,3.9,0,90,1
6.6,18.84,8.23,198,176,5.1,0,104,1
6.1,18.86,8.23,198,178,3.6,0,249,1
6.6,18.89,8.23,198,180,3.8,0,251,1
6.5,18.88,8.23,198,85,3.4,0,300000000,1
6.6,18.87,8.23,198,75,3.6,0,5500,1
6.8,18.88,8.22,198,82,2.9,0,63000,1
6.3,18.87,8.22,198,56,2.2,0,10000,1
7.1,18.9,8.22,198,2240,2.5,0,57750,1
6.7,18.89,8.22,198,73,2.4,0,34750,1
6.6,18.91,8.22,197,130,2.4,1,40667,1
6.7,18.94,8.22,197,191,3.1,1,65000,1
7.1,18.96,8.22,197,134,3.1,2.56,55000,1
7.1,19,8.22,197,80,3.3,3.2,12000,1
7.1,19,8.21,197,14526,4,1.5,66250,1
7.2,19.02,8.21,197,82,3.6,2,40500,1
6.4,19.03,8.21,197,67,3.4,2,29500,1
6.9,19.11,8.21,197,4429,2.3,3,4,1
6.8,19.11,8.21,197,87,2.1,2.33,19,1
7,19.11,8.21,197,85,1.5,4.56,22,1
5.2,19.1,8.2,197,101,1.1,1.77,23,1
7,19.16,8.2,197,75,0.6,3.3,235,1
7,19.17,8.2,197,32005,0.6,2.44,16,1
7.2,19.17,8.2,197,281,1.2,3.56,12,1
6.7,19.2,8.2,197,106,1.1,2.21,21,1
6.5,19.2,8.2,197,58,14.1,4.9,14,1
0.6,19.22,8.2,197,2941,0.9,2.66,46,1
6.6,19.25,8.19,197,35,0.6,2.99,31,1
6.8,19.24,8.19,197,63,0.6,4,45,1
7.3,19.23,8.19,197,65,1.2,3,51,1
6.5,19.25,8.19,197,90,0.9,2,54,1
7.2,19.27,8.19,197,728,0.9,3.32,16,1
7.4,19.3,8.19,197,13953,1,2.58,75,1
6.5,19.32,8.19,197,57,0.9,3.3,52,1
6.6,19.35,8.19,197,41,1,2.25,114,1
7.1,19.34,8.18,197,71,1.3,19,39,1
7.5,19.36,8.18,197,81,0.9,15,33,1
5.4,19.39,8.18,197,68,0.7,18.2,10,1
7,19.39,8.18,197,70,0.6,15.4,30,1
7.1,19.41,8.18,197,100,0.9,3.04,60,1
6.5,19.42,8.18,197,96,0.8,3.55,48,1
6.7,19.44,8.18,197,49,0.6,3.48,59,1
7.1,19.44,8.18,197,24360,0.5,17.9,46,1
6.9,19.47,8.17,197,59,1,11,80,1
6.7,19.5,8.17,197,14410,1.4,5.56,20,1
6.2,19.53,8.17,197,22757,0.8,3.02,16,1
7.5,19.55,8.17,197,66,1,1,73,1
7.6,19.57,8.17,197,59,2.3,1,26,1
2.2,19.58,8.17,197,120,0.7,0.95,24,1
7.4,19.61,8.17,197,55,0.7,0.99,58,1
7,19.64,8.16,197,86,1.3,0,30,1
5.3,19.66,8.16,197,62,0.7,1,48,1
6.3,19.65,8.16,197,3185,0.5,1.55,522,1
6.7,19.68,8.16,197,36,1.4,0.08,412,1
6,19.67,8.16,197,64,1.7,0.18,12,1
4.2,19.66,8.16,197,86,1.9,0.38,32,1
5.1,19.68,8.16,197,2640,1.1,0.86,55,1
5.3,19.68,8.16,197,53,0.9,3.44,31,1
6.9,19.71,8.15,197,2007,1.6,1.31,41,1
2.8,19.7,8.15,197,46,0.9,0.08,20,1
5.3,19.71,8.15,197,43,0.4,0.17,30,1
6.5,19.75,8.15,197,54,0.6,0.09,41,1
6.9,19.78,8.15,197,113,0.8,0.08,67,1
7,19.78,8.15,197,12561,1,0.17,38,1
5.6,19.78,8.15,197,61,0.5,0.14,36,1
6.8,19.82,8.14,197,61,1,0.1,56,1
6,19.82,8.14,197,1614,1.4,0.06,39,1
6.3,19.82,8.14,197,20950,1.1,0.06,50,1
6.5,19.82,8.14,197,14487,1.1,0.09,45,1
6.4,19.86,8.14,197,54,4.2,0.14,55,1
7.3,19.85,8.14,197,569,1.9,0.49,408,1
6.8,19.87,8.13,197,310,2.1,0.66,33,1
7.5,19.9,8.13,197,516,1.6,0.06,27,1
7.7,19.92,8.13,197,505,1.4,0.17,22,1
7.6,19.94,8.13,197,109,1.8,0.12,33,1
7.5,19.95,8.13,197,83,1.9,0.22,21,1
7.4,19.97,8.13,197,102,1.2,0.06,326,1
6.7,19.98,8.12,197,92,1.4,0.16,35,1
7.1,19.98,8.12,197,232,1.1,0.19,36,1
6.7,19.99,8.12,197,519,2,0.14,40,1
7.4,20,8.12,197,103,2,0.35,33,1
6.4,20.02,8.12,197,196,4,0.34,2600,1
6.3,20.08,8.11,197,243,1.6,0.08,538,1
7.4,20.09,8.11,197,296,1.8,0.21,22,1
7.2,20.09,8.11,197,25034,2.5,0.08,25,1
6.6,20.09,8.11,197,194,1.9,0.13,418,1
6.9,20.13,8.11,197,170,1.7,0.56,49,1
7,20.13,8.11,197,386,1.5,0.52,45,1
7.2,20.15,8.1,197,21600,2.3,0.65,31,1
6.9,20.18,8.1,197,21600,3.3,0.63,43,1
6.4,20.19,8.1,197,26600,2,2.08,40,1
7.6,20.19,8.1,197,13000,1.9,3.91,32,1
6.9,20.18,8.1,197,1063,2.1,0.54,43,1
6.8,20.21,8.1,197,63,2.3,0.6,23000,1
6.6,20.21,8.09,197,101,18,1.42,15500,1
6.5,20.24,8.09,197,136,16,0.42,62667,1
6.1,20.27,8.09,197,226,2.7,2.18,87167,1
6.5,20.28,8.09,197,72,18,1.58,41,1
6.9,20.29,8.09,197,61,10.8,0.6,45,1
5.6,20.31,8.09,197,1300,26.5,0.59,38,1
4.9,20.34,8.08,197,461,13.1,1.72,84500,1
4.9,20.36,8.08,197,69,28,0.59,45250,1
5.2,20.36,8.08,197,241,1.3,0.6,425,1
3.3,20.38,8.08,197,159,1.2,0.6,81,1
4.9,20.4,8.08,197,170,25.5,0.55,22,1
5,20.42,8.08,197,2039,534.5,0.55,26,1
4.7,20.42,8.07,197,640,15.4,3.6,204,1
5.4,20.42,8.07,197,1090,26.5,1.1,625,1
5.1,20.45,8.07,197,705,31.8,1.72,503,1
4.2,20.47,8.07,197,1375,15,2,316,1
4.8,20.46,8.06,197,745,30.3,0.55,516,1
4.5,20.49,8.06,197,975,26.8,0.64,616,1
7.8,20.54,8.06,196,970,1.53,0.96,46,1
2.7,20.72,8.05,196,376,5.53,0.62,6,1
2.98,20.73,8.04,196,354,2.08,0.53,30,1
5.48,20.72,8.04,196,344,2.23,0.57,3550,1
7.85,20.71,8.04,196,694,5.93,0.34,3200,1
6.58,20.71,8.04,196,401,2.08,0.37,77,1
7.58,20.74,8.04,196,106,1.4,0.35,2450,1
8.23,20.77,8.03,196,326,1.55,0.46,15,1
8.23,20.8,8.03,196,592,1.3,0.56,20,1
6.6,20.8,8.03,196,119,1.5,0.67,2300,1
6.8,20.83,8.03,196,82,1.4,0.29,178,1
6.4,20.81,8.03,196,111,1.6,0.5,113,1
6.5,20.83,8.02,196,831,3.5,0.11,166,1
6.2,20.84,8.02,196,56,4.2,1.11,169,1
6.3,20.86,8.02,196,66,0.7,0.25,169,1
7.3,20.88,8.02,196,74,16.4,0.77,163,1
6.5,20.9,8.02,196,1350,12.5,1.01,149,1
6.1,20.93,8.01,196,274,136,0.29,151,1
6.3,20.95,8.01,196,67,56.5,0.2,131,1
6.6,20.98,8.01,196,55,8,0.39,137,1
6.2,21,8.01,196,57,4,0.34,173,1
6.7,21,8.01,196,114,21,0.59,171,1
6.8,20.99,8,196,56,12,0.54,149,1
5.9,21.01,8,196,105,0.7,0.35,135,1
7.3,21.05,8,196,51,7.4,0.18,166,1
5.7,21.06,8,196,50,3.7,4.41,181,1
4.7,21.07,8,196,115,3,0.32,137,1
2.5,21.09,7.99,196,66,3.2,0.28,105,1
6.1,21.12,7.99,196,57,36.5,0.37,93,1
0.6,21.12,7.99,196,144,5.8,0.72,541,1
3.2,21.14,7.99,196,63,6.7,0.52,63,1
4.2,21.15,7.99,196,65,5.6,0.3,285,1
2.9,21.14,7.98,196,65,3.1,0.14,401,1
5,21.15,7.98,196,345,1.6,0.38,228,1
7.2,21.14,7.98,196,233,1.3,0.23,282,1
5.5,21.14,7.98,196,376,1.3,0.45,1164,1
6.2,21.16,7.98,196,506,2.3,0.4,72,1
6.5,21.15,7.97,196,66,2.6,0.88,409,1
8.1,21.15,7.97,196,62,2.3,0.31,307,1
7.8,21.16,7.97,196,61,2,0.46,135,1
7.8,21.15,7.97,196,380,1.6,0.35,133,1
7.2,21.15,7.96,196,258,0.7,0.39,124,1
4.2,21.17,7.96,196,124,1.6,0.17,158,1
6.5,21.19,7.96,196,65,2,0.27,226,1
7.4,21.2,7.96,196,64,1.7,0.39,147,1
5.4,21.23,7.95,196,65,1.9,0.18,116,1
6.6,21.25,7.95,196,269,2.3,0.56,88,1
5.1,21.27,7.95,196,275,2.5,1.04,71,0
7.3,21.3,7.95,196,186,2.2,1.17,71,1
7.2,21.3,7.95,196,201,3,1.04,102,1
7,21.3,7.94,196,165,7.6,0.68,90,0
5.5,21.29,7.94,196,158,3.8,0.27,90,0
6.9,21.28,7.94,196,210,3.9,0.32,124,1
6.9,21.27,7.94,196,208,3.6,0.23,69,1
6.7,21.31,7.93,196,693,3.8,0.62,740,0
6.9,21.32,7.93,196,1676,3.8,0.28,100,0
6.8,21.35,7.93,196,506,2.2,0.25,169,0
6.9,21.37,7.92,196,1863,19.4,0.29,99,0
3.3,21.4,7.92,196,24300,11.7,0.3,51,0
5.4,21.42,7.92,196,817,2.5,0.22,68,0
6.2,21.43,7.92,196,2307,3.8,0.76,55,0
7,21.42,7.91,196,1287,3.9,0.39,641,0
8.1,21.45,7.91,196,1862,0.8,0.38,520,0
6.7,21.48,7.9,196,2520,0.7,0.26,2225,0
7.3,21.48,7.9,196,606,1.3,0.29,1725,0
6.5,21.53,7.89,196,41,12.5,1.47,646,0
0.7,21.57,7.89,196,209,1,0.73,538,0
6.9,21.58,7.89,196,123,1,0.34,900,0
6.4,21.6,7.88,196,182,0.8,0.62,5425,0
7.2,21.64,7.88,196,100,1.5,0.72,1650,0
6.8,21.69,7.87,196,44,0.8,0.35,370,0
7.1,21.72,7.87,196,43,0.7,0.75,585,0
7.4,21.73,7.86,196,64,0.8,1.39,2978,0
6.4,21.76,7.86,196,62,0.9,0.69,1275,0
7.2,21.77,7.86,196,304,0.6,1.16,687,0
6.2,21.77,7.85,196,55,1.4,1.46,1588,0
6.1,21.79,7.85,196,213,0.8,0.73,610,0
6.6,21.82,7.85,196,83,0.3,0.94,11000,0
6.9,21.83,7.84,196,76,0.5,1.11,960,0
7.3,21.85,7.84,196,107,1,0.36,208,0
6.2,21.85,7.84,196,89,1,0.02,775,0
5.2,21.86,7.83,196,192,1.1,0.3,1650,0
7.4,21.88,7.83,196,79,1.1,0.37,1412,0
7.6,21.87,7.83,196,142,2,0.28,148,0
2.9,21.91,7.82,196,424,0.7,0.23,218,0
6.6,21.94,7.82,196,306,0.7,0.51,465,0
6.4,21.94,7.82,196,40,0.9,0.06,1725,0
5.4,21.97,7.81,196,40,0.9,0.08,913,0
6.2,21.98,7.81,196,63,0.5,0.22,1000,0
6.9,22.01,7.81,196,227,0.9,0.14,1390,0
6.7,22,7.8,196,68,1.9,0.08,2025,0
5.7,22.03,7.8,196,121,1.8,0.06,675,0
6,22.03,7.8,196,112,1.1,0.15,1725,0
5.2,22.03,7.79,196,103,1.2,0.08,465,0
7.4,22.07,7.79,196,104,1.3,0.07,1303,0
3.5,22.09,7.78,196,1003,1.1,0.07,985,0
6,22.11,7.78,196,408,0.7,0.16,1163,0
6.4,22.12,7.78,196,105,1,0.15,575,0
6.6,22.14,7.77,196,209,0.9,1.75,578,0
7.1,22.14,7.77,196,13768,0.8,0.88,625,0
6.4,22.16,7.77,196,86,0.9,5.08,838,0
7.3,22.17,7.76,196,6487,0.8,6.8,1925,0
6.8,22.19,7.76,196,999,2.2,5,1196,0
6.4,22.21,7.75,196,125,1.5,6.63,2750,0
5.8,22.22,7.75,196,127,1.2,5.08,1775,0
5.2,22.21,7.75,196,5300,0.9,4.77,2725,0
7.7,22.21,7.74,196,127,1.4,7.65,2650,0
5.7,22.21,7.74,196,126,1.2,8.6,1258,0
6.7,22.23,7.73,196,126,1.2,14.85,198,0
6.4,22.22,7.73,196,112,0.4,8.1,1630,0
6.2,22.26,7.73,196,9590,0.4,6.78,2675,0
6.8,22.3,7.72,196,174,0.5,6.18,233,0
7.1,22.32,7.72,196,2572,1.7,5.9,660,0
4.7,22.36,7.71,196,167,1.2,0.72,2210,0
6.5,22.38,7.7,196,173,2.2,0.37,1700,0
1.4,22.41,7.7,196,168,1.5,0.38,528,0
1.5,22.44,7.7,196,131,1.1,0.34,312,0
7,22.46,7.69,196,125,1.9,1.75,185,0
7.7,22.48,7.69,196,132,1.3,4.08,1255,0
7.5,22.48,7.68,196,119,1.7,0.43,420,0
7.2,22.51,7.68,196,159,1.5,0.36,409,0
7.6,22.52,7.68,196,141,1.3,0.35,6858,0
7.3,22.53,7.67,196,132,1.9,0.48,14725,0
7.4,22.56,7.67,196,76,2,0.58,2743,0
7.6,22.96,7.51,196,79,1.4,2.67,10,0
8.4,22.95,7.5,196,57,1.3,2.41,5,0
9,22.98,7.5,196,22576,1.5,2.31,74,0
8.7,23,7.49,196,105,9.9,2.89,63,0
1.9,23.02,7.49,196,2315,10.4,1.12,175,0
7.7,23.05,7.49,196,18569,1.3,3.01,42,0
7.9,23.06,7.48,196,45,2.5,2.89,113,0
8,23.05,7.48,196,42,1.8,2.86,23,0
7.4,23.06,7.47,196,92,2,1.17,5,0
8.3,23.06,7.47,196,59,4.4,3.88,10,0
9.6,23.06,7.46,196,1190,0.9,1.62,75,0
8.8,23.09,7.46,196,69,0.9,1.65,140,0
7.4,23.1,7.46,196,5569,1.2,2.2,10,0
7.5,23.11,7.45,196,34,1.3,2.62,95,0
8.1,23.13,7.45,197,44,1.8,3.03,37,0
7.9,23.14,7.44,197,49,1.3,0.82,8,0
6.6,23.13,7.44,197,3272,2.8,3.88,202,0
6.3,23.16,7.43,197,65,3.4,2.88,33,0
5.7,23.19,7.43,197,4650,3.175,3.35,20,0
6.4,23.22,7.42,197,42,1.525,5.02,18,0
8.35,23.21,7.42,197,45,1.2,4.92,23,0
7.2,23.25,7.41,197,22131,9.7,3.42,10,0
4.9,23.25,7.4,197,66,2.73,2.86,10,0
5.1,23.27,7.4,197,67,2.28,2.81,25,0
6.1,23.31,7.39,197,18931,7.67,16.61,78,0
1.1,23.32,7.38,197,15525,2.8,11.61,10,0
6.8,23.31,7.38,197,46,7.43,14.84,15,0
4.5,23.3,7.38,197,432,5.58,11.81,53,0
6,23.31,7.37,197,328,46,3.8,35,0
0,23.31,7.37,197,707,5.93,3.08,25,0
2.8,23.34,7.36,197,674,2.13,3.07,10,0
5.6,23.35,7.36,197,164,16.5,10.61,23,0
4.1,23.35,7.35,197,122,1.83,10.47,359,0
6.3,23.38,7.35,197,95,2.25,3.02,47,0
6.6,23.38,7.34,197,56,1.65,2.6,2633,0
6.8,23.4,7.34,197,237,4.55,3.93,409,0
6.5,23.4,7.34,197,3688,1.25,3.89,461,0
7.1,23.41,7.33,197,82,0.95,0.13,12,0
7.6,23.42,7.33,197,202,2.45,0.14,18,0
7.4,23.41,7.32,197,232,1.5,0.17,37,0
7,23.4,7.32,197,246,1.8,0.18,29,0
6.7,23.35,7.31,197,28222,1.9,0.5,528,0
6.8,23.37,7.31,197,201,1.9,0.99,648,0
5.6,23.38,7.3,197,221,1.65,1.31,5,0
6.8,23.4,7.28,196,742,3.2,3.1,350,0
6.4,23.36,7.27,196,73,4.04,0.11,4,0
5.3,23.37,7.26,196,143,5.43,0.84,15000,0
6,23.35,7.26,196,260,4.5,1.48,23000,0
6.6,23.34,7.25,196,71,3.9,0.18,108,0
6.8,23.35,7.25,196,65,4.13,0.22,6581,0
6.7,23.32,7.25,196,607,16.3,0.07,330,0
5.2,23.33,7.24,196,446,1.96,0.34,9575,0
6.9,23.33,7.24,196,94,45.6,3.12,53,0
0.7,23.31,7.23,196,451,2.13,1.68,98,0
6.8,23.32,7.23,196,169,1.5,1.66,140,0
6.2,23.32,7.22,196,187,0.6,0.33,153,0
7.3,23.32,7.22,196,2577,1,0.24,117,0
5.1,23.3,7.21,196,636,1.3,0.27,173,0
6.8,23.29,7.21,196,1088,0.9,0.28,139,0
6.3,23.29,7.2,196,689,1.1,0.18,160,0
7.2,23.27,7.2,196,1267,0.4,0.33,141,0
6.8,23.26,7.19,196,852,0.4,0.22,136,0
6.8,23.28,7.19,196,977,1,0.44,119,0
7.7,23.27,7.18,196,1256,1.5,0.18,157,0
7.1,23.26,7.18,196,1021,1.2,0.28,173,0
6.6,23.25,7.18,196,971,5.5,0.41,145,0
1.8,23.28,7.17,196,1284,0.6,0.33,107,0
6.7,23.29,7.17,196,1096,1.1,0.27,187,0
5.8,23.31,7.16,196,1002,1,0.31,517,0
5.1,23.29,7.16,196,910,0.6,0.43,17,0
6.7,23.27,7.15,196,960,0.6,0.11,350,0
6.6,23.25,7.14,196,295,0.7,0.42,69,0
5.9,23.25,7.14,196,293,0.7,0.32,582,0
7.6,23.28,7.13,196,316,0.8,0.49,728,0
6.5,23.26,7.13,196,274,0.7,0.46,253,0
7.3,23.27,7.12,196,407,0.7,1.47,659,0
6.3,23.28,7.12,196,603,0.4,2.47,1767,0
6.9,23.26,7.11,196,138,0.4,0.4,75,0
6.8,23.29,7.11,196,625,0.7,0.95,820,0
5.9,23.29,7.11,196,305,1,1.61,381,0
6.4,23.29,7.1,196,552,0.9,0.42,212,0
7.3,23.29,7.1,196,402,0.5,1.67,361,0
7.6,23.29,7.09,196,99,2.1,1.99,261,0
2.4,23.31,7.09,196,102,1.2,0.55,318,0
7.1,23.32,7.09,196,72,0.5,0.54,217,0
6.4,23.31,7.08,196,131,0.7,3.1,109,0
3.5,23.28,7.08,196,682,0.8,0.86,101,0
7.4,23.31,7.08,196,47,0.9,0.75,80,0
6.8,23.33,7.07,196,52,1.9,0.74,113,0
5.5,23.31,7.07,196,64,4,0.73,113,0
5.4,23.31,7.07,196,46,1.1,0.45,90,0
4.8,23.32,7.06,196,53,0.7,3.08,92,0
5.8,23.31,7.06,196,55,0.4,2.04,86,0
7.3,23.33,7.06,196,1074,0.8,2.32,83,0
6.2,23.31,7.05,196,50,0.7,5.37,592,0
7.3,23.31,7.05,196,71,0.5,0.48,359,0
7.6,23.29,7.05,196,91,0.3,0.44,243,0
5.4,23.27,7.04,196,99,0.9,0.45,71,0
7.4,23.28,7.04,196,50,0.7,0.5,74,0
6.6,23.27,7.04,196,68,0.7,0.44,64,0
6.5,23.26,7.03,196,44,0.8,0.76,4613,0
7.2,23.24,7.03,196,93,1.1,0.49,3483,0
6.3,23.25,7.03,196,66,0.6,0.83,617,0
7.6,23.26,7.03,196,53,1.4,0.77,455,0
7.3,23.25,7.02,196,47,0.8,0.93,522,0
7.5,23.25,7.02,196,128,0.4,0.25,2193,0
4.4,23.26,7.02,197,54,0.4,0.49,3080,0
6.8,23.25,7.02,197,69,3,0.18,17500,0
1.7,23.25,7.01,197,58,2,0.16,913,0
3,23.25,7.01,197,401,0.89,0.99,935,0
6.9,23.27,7.01,197,202,1.83,0.46,430,0
7.7,23.27,7.01,197,303,1.65,0.55,4823,0
6.8,23.26,7.01,197,394,2.5,0.47,1825,0
7.5,23.28,7,197,55,1.35,0.4,1455,0
7.6,23.29,7,197,55,0.25,0.35,900,0
7,23.28,7,197,52,1.15,0.15,650,0
7.6,23.28,7,197,306,1.88,2.3,1485,0
6.8,23.31,7,197,196,2.14,0.41,540,0
6.8,23.29,7,197,107,1.78,0.64,810,0
6.9,23.28,6.99,197,82,1.27,0.66,900,0
7.3,23.28,6.99,197,189,1.03,0.13,583,0
7.4,23.26,6.99,197,197,2.28,0.08,800,0
7.2,23.28,6.99,197,158,2.25,0.92,900,0
6.8,23.26,6.99,197,161,4.33,0.2,198,0
6.9,23.26,6.99,197,165,1,0.15,373,0
7,23.24,6.99,197,167,1,0.76,250,0
7,23.22,6.98,197,183,1.1,0.25,1600,0
7.7,23.23,6.98,197,151,0.5,1.87,2225,0
8,23.24,6.98,197,319,155.6,0.34,2180,0
3.8,23.24,6.98,197,894,3.5,0.16,6505,0
4.9,23.24,6.98,197,1835,5.4,0.27,1088,0
5.9,23.24,6.98,197,3165,27,0.24,640,0
5.3,23.25,6.98,197,1500,17.1,0.13,685,0
6.7,23.23,6.98,197,52,22.3,0.28,535,0
6.2,23.24,6.98,197,408,10.7,0.11,433,0
5.7,23.26,6.98,197,143,26.1,0.19,303,0
5,23.26,6.98,197,60,7.4,0.87,385,0
5,23.24,6.98,197,34,13.5,0.41,713,0
5.1,23.26,6.98,197,125,23.8,0.49,788,0
4.5,23.28,6.98,197,175,18.1,0.38,803,0
4.4,23.3,6.98,197,39,22.7,0.44,2300,0
4.5,23.3,6.98,197,39,28.5,0.58,2650,0
5.2,23.28,6.98,197,61,27.8,0.43,520,0
5.5,23.29,6.98,197,71,25.8,0.22,183,0
5.6,23.27,6.98,197,129,4.1,0.39,418,0
6.4,23.27,6.98,197,503,25.3,0.95,278,0
6.8,23.26,6.98,197,31,1.7,0.65,910,0
5.4,23.25,6.98,197,70,1.2,0.42,195,0
7.9,23.25,6.98,197,69,1.8,0.75,1400,0
6.2,23.25,6.98,197,118,1.9,1.21,354,0
8.2,23.23,6.98,197,80,1.2,1.35,357,0
6.6,23.23,6.99,197,250,0.8,0.4,185,0
7.9,23.24,6.99,197,74,1.8,0.26,460,0
9.6,23.19,6.99,197,207,26,0.39,1985,0
3.2,23.2,6.99,198,40,24,0.33,2425,0
5.5,23.21,6.99,198,41,7,0.24,2675,0
5,23.19,6.99,198,54,0.65,0.45,1823,0
7,23.19,6.99,198,44,0.93,0.21,2098,0
7.2,23.2,6.99,198,60,0.98,0.34,1510,0
7,23.19,7,198,100,8.8,1.62,374,0
4.8,23.18,7,198,316,3.6,2.41,157,0
4.9,23.2,7,198,37227,2.4,1.17,144,0
6.4,23.21,7,198,84,2.9,0.64,128,0
6.7,23.2,7,198,21254,4.2,2.6,196,0
5.7,23.22,7,198,312,3.1,1.28,379,0
6.2,23.22,7,198,146,10.4,0.39,140,0
4.8,23.21,7,198,127,3.6,0.63,170,0
6.2,23.23,7.01,198,432,359,0.67,500,0
6.4,23.19,7.01,198,10165,1.6,0.53,7500,0
7.2,23.19,7.01,198,307,2.1,0.57,46250,0
7.2,23.19,7.02,198,322,1.4,0.65,9500,0
7.4,23.19,7.02,198,5835,1.3,0.1,57500,0
7.2,23.18,7.02,198,9245,2,0.02,12,0
7.4,23.16,7.02,198,1907,1.6,0.07,8,0
6.3,23.15,7.02,198,1896,4,0.34,48750,0
6.4,23.16,7.02,198,206,3.9,0.24,5000,0
6.7,23.18,7.02,198,239,3.7,0.09,47500,0
6.6,23.18,7.02,198,152,5.3,1.21,21750,0
5.7,23.2,7.03,198,146,3.9,3.83,49250,0
6.4,23.19,7.03,199,137,3.9,15,46500,0
6.6,23.16,7.03,199,228,4,4.2,10500,0
6.2,23.16,7.03,199,409,1.7,13.75,42750,0
5.5,23.14,7.03,199,263,0.8,14.18,31500,0
7.5,23.16,7.03,199,338,1,13.2,9,0
6.7,23.16,7.03,199,79,0.5,19.2,32,0
6.9,23.16,7.03,199,67,0.5,16.4,29,0
6.8,23.15,7.04,199,59,1.1,5.03,25,0
7.4,23.13,7.04,199,66,1.5,15.8,165,0
7.2,23.13,7.04,199,67,2,12.15,22,0
6.8,23.14,7.04,199,5341,7.4,8.3,91,0
5.1,23.14,7.05,199,134,0.7,0.68,136,0
6.7,23.14,7.05,199,76,0.6,0.14,211,0
5.8,23.11,7.05,199,11041,0.7,0.49,488,0
6.4,23.12,7.05,199,75,0.6,0.48,60,0
6.6,23.12,7.05,199,61,0.7,4.78,2900,0
